,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,_strategy,_equity_curve,
,3116 days,99.90689013,10345.205,16183.9115,3.45205,703.458242,0.398949403,37.68352675,0.010586838,0.015900965,0.004713445,-84.6407341,-17.68346516,2599 days,310 days,437,48.51258581,20.43429343,-13.79027612,0.036942341,56 days,8 days,1.075073064,GeneticStrategy,,
,3116 days,99.90689013,36374.5255,56236.2725,263.745255,703.458242,16.35682609,45.03156817,0.363230213,0.638364623,0.195261366,-83.76888066,-8.615275852,1942 days,90 days,428,52.57009346,20.43429343,-13.79027612,0.40558597,56 days,8 days,1.262504881,GeneticStrategy,,
,3116 days,99.90689013,150274.4865,198741.814,1402.744865,703.458242,37.42645283,52.28039954,0.715879243,1.513184403,0.711571163,-52.5969218,-8.218131461,584 days,50 days,603,56.55058043,14.50331126,-20.43429343,0.597607967,58 days,9 days,1.372205844,GeneticStrategy,,
,3116 days,99.30167598,101387.353,101469.853,913.87353,703.458242,31.22616711,49.73728388,0.627822122,1.246025309,0.61266583,-50.96769817,-8.093117644,574 days,57 days,588,55.27210884,13.79027612,-20.43429343,0.485043211,58 days,9 days,1.305441903,GeneticStrategy,,
,3116 days,99.90689013,32983.954,56236.2725,229.83954,703.458242,15.02876682,44.34173706,0.338930493,0.586688542,0.179407516,-83.76888066,-8.615275852,1942 days,90 days,418,51.9138756,20.43429343,-13.79027612,0.3323161,56 days,8 days,1.222642749,GeneticStrategy,,
,3116 days,67.97020484,110596.095,110596.095,1005.96095,703.458242,32.57142357,37.3044258,0.873124914,1.825966908,0.926412244,-35.15867131,-5.340414502,658 days,48 days,251,58.16733068,13.31568498,-9.55830551,0.913564529,54 days,9 days,1.565419992,GeneticStrategy,,
,3116 days,77.18808194,86474.467,86545.087,764.74467,703.458242,28.79951337,39.60833087,0.727107473,1.446903456,0.445605885,-64.63001127,-6.766482253,1094 days,56 days,278,58.99280576,13.31568498,-9.55830551,0.823449777,48 days,9 days,1.500300195,GeneticStrategy,,
,3116 days,67.7839851,103231.5825,103316.0625,932.315825,703.458242,31.5039829,36.67322724,0.859045829,1.780306291,0.922097875,-34.16555199,-5.238078579,576 days,47 days,237,59.91561181,13.31568498,-9.55830551,0.982093795,54 days,9 days,1.621411743,GeneticStrategy,,
,3116 days,99.90689013,184562.7905,184713.2705,1745.627905,703.458242,40.78035333,53.52305282,0.761921288,1.63066412,0.860288409,-47.40311843,-6.161115733,532 days,41 days,599,55.92654424,13.79027612,-20.43429343,0.546696665,58 days,9 days,1.340790049,GeneticStrategy,,
,3116 days,99.90689013,266597.506,280752.728,2565.97506,703.458242,46.98709447,55.91738993,0.840294844,1.908560643,0.943784345,-49.78583794,-5.984633151,560 days,38 days,593,55.98650927,13.79027612,-20.43429343,0.56215218,58 days,9 days,1.348282486,GeneticStrategy,,
,3116 days,77.60707635,93654.2715,93730.8315,836.542715,703.458242,30.0104008,39.58964549,0.758036614,1.52771596,0.627371421,-47.83514165,-5.324764349,701 days,49 days,278,58.27338129,14.50331126,-13.79027612,0.80527268,48 days,9 days,1.488633967,GeneticStrategy,,
,3116 days,99.90689013,128081.581,128185.861,1180.81581,703.458242,34.87411403,50.30615254,0.693237552,1.45827085,0.423280067,-82.39016371,-5.158015115,1456 days,40 days,469,56.07675906,20.43429343,-14.50331126,0.608649019,56 days,8 days,1.399046079,GeneticStrategy,,
,3116 days,99.90689013,38710.5655,62847.6655,287.105655,703.458242,17.20961496,44.94858289,0.38287336,0.684233363,0.20586639,-83.59603986,-8.166562105,1942 days,82 days,421,52.49406176,16.82491869,-13.79027612,0.397282123,56 days,8 days,1.259827009,GeneticStrategy,,
,3116 days,99.90689013,127085.407,127189.027,1170.85407,703.458242,34.75062201,49.69908888,0.699220505,1.442773699,0.765013996,-45.4248186,-6.665361701,546 days,39 days,625,54.4,13.79027612,-20.43429343,0.43041387,58 days,9 days,1.278631369,GeneticStrategy,,
,3116 days,99.90689013,266597.506,280752.728,2565.97506,703.458242,46.98709447,55.91738993,0.840294844,1.908560643,0.943784345,-49.78583794,-5.984633151,560 days,38 days,593,55.98650927,13.79027612,-20.43429343,0.56215218,58 days,9 days,1.348282486,GeneticStrategy,,
,3116 days,99.90689013,244225.876,259738.6775,2342.25876,703.458242,45.48343566,55.69352685,0.816673647,1.819182476,0.84085755,-54.09172535,-6.329684577,584 days,42 days,608,55.26315789,13.79027612,-20.43429343,0.583855886,58 days,9 days,1.371033482,GeneticStrategy,,
,3116 days,71.46182495,169871.305,170009.905,1598.71305,703.458242,39.41700759,38.76160501,1.016908551,2.294515248,0.650095069,-60.63268196,-4.673825094,748 days,40 days,224,63.83928571,13.31568498,-9.55830551,1.272961127,48 days,10 days,1.820001681,GeneticStrategy,,
,3116 days,64.75791434,483.427,10000,-95.16573,703.458242,-29.91133958,20.91472863,0,0,0,-95.285015,-95.285015,3115 days,3115 days,369,38.75338753,20.43429343,-13.79027612,-0.913113447,42 days,7 days,0.700106344,GeneticStrategy,,
,3116 days,99.90689013,244225.876,259738.6775,2342.25876,703.458242,45.48343566,55.69352685,0.816673647,1.819182476,0.84085755,-54.09172535,-6.329684577,584 days,42 days,608,55.26315789,13.79027612,-20.43429343,0.583855886,58 days,9 days,1.371033482,GeneticStrategy,,
,3116 days,71.46182495,169871.305,170009.905,1598.71305,703.458242,39.41700759,38.76160501,1.016908551,2.294515248,0.650095069,-60.63268196,-4.673825094,748 days,40 days,224,63.83928571,13.31568498,-9.55830551,1.272961127,48 days,10 days,1.820001681,GeneticStrategy,,
,3116 days,99.90689013,32900.744,51408.8005,229.00744,703.458242,14.99468447,44.42163666,0.337553625,0.586033497,0.179178375,-83.68579325,-8.643995947,1942 days,90 days,412,50.72815534,20.43429343,-13.79027612,0.232034725,56 days,8 days,1.17051108,GeneticStrategy,,
,3116 days,99.90689013,36374.5255,56236.2725,263.745255,703.458242,16.35682609,45.03156817,0.363230213,0.638364623,0.195261366,-83.76888066,-8.615275852,1942 days,90 days,428,52.57009346,20.43429343,-13.79027612,0.40558597,56 days,8 days,1.262504881,GeneticStrategy,,
,3116 days,99.53445065,33690.539,56236.2725,236.90539,703.458242,15.31516071,44.54312907,0.34382768,0.597437308,0.181065537,-84.58352125,-8.639235869,1942 days,90 days,417,52.0383693,20.43429343,-13.79027612,0.334336825,56 days,8 days,1.223682557,GeneticStrategy,,
,3116 days,99.90689013,33025.095,56236.2725,230.25095,703.458242,15.04558991,44.46601339,0.338361566,0.586845096,0.177355505,-84.83294568,-8.646571882,1942 days,90 days,409,51.58924205,20.43429343,-13.79027612,0.308387042,56 days,8 days,1.210336508,GeneticStrategy,,
,3116 days,66.06145251,453.363,10000,-95.46637,703.458242,-30.43731207,21.75052604,0,0,0,-95.56701,-95.56701,3115 days,3115 days,379,40.1055409,20.43429343,-14.15753881,-0.895519229,42 days,7 days,0.710325852,GeneticStrategy,,
,3116 days,75,100579.929,100661.769,905.79929,703.458242,31.10313004,39.27184879,0.791995564,1.609677596,0.500024667,-62.20319129,-6.517908859,1074 days,57 days,257,60.31128405,13.31568498,-9.55830551,0.927928694,48 days,9 days,1.568530934,GeneticStrategy,,
,3116 days,99.30167598,101387.353,101469.853,913.87353,703.458242,31.22616711,49.73728388,0.627822122,1.246025309,0.61266583,-50.96769817,-8.093117644,574 days,57 days,588,55.27210884,13.79027612,-20.43429343,0.485043211,58 days,9 days,1.305441903,GeneticStrategy,,
,3116 days,99.90689013,143913.8305,209959.8125,1339.138305,703.458242,36.7309331,52.00240327,0.706331454,1.505985161,0.652382597,-56.30274817,-8.903674803,584 days,55 days,611,56.79214403,16.82491869,-15.3051017,0.64777254,58 days,9 days,1.403033953,GeneticStrategy,,
,3116 days,99.90689013,214127.002,220865.034,2041.27002,703.458242,43.25582545,54.90056959,0.787893928,1.725461884,0.799675462,-54.09172535,-6.382279317,584 days,43 days,593,56.15514334,13.79027612,-20.43429343,0.651369884,58 days,9 days,1.405786359,GeneticStrategy,,
,3116 days,99.90689013,63581.729,64228.833,535.81729,703.458242,24.23549445,47.43151508,0.510957628,0.941480525,0.476008057,-50.91404253,-8.72937973,653 days,76 days,556,53.77697842,14.15753881,-20.43429343,0.377815001,58 days,9 days,1.244367692,GeneticStrategy,,
,3116 days,99.90689013,157061.758,157189.798,1470.61758,703.458242,38.14052899,52.68862825,0.723885405,1.509957246,0.766046856,-49.78876776,-6.332029478,581 days,41 days,582,55.67010309,13.31568498,-20.43429343,0.48625615,58 days,9 days,1.304145705,GeneticStrategy,,
,3116 days,76.58286778,85224.0325,85293.3325,752.240325,703.458242,28.57960509,38.75352977,0.737471019,1.469892469,0.565238077,-50.56206626,-5.499514026,708 days,49 days,269,58.36431227,13.31568498,-13.79027612,0.792276117,48 days,9 days,1.48200757,GeneticStrategy,,
,3116 days,77.93296089,88118.455,88190.395,781.18455,703.458242,29.08440205,39.81349015,0.730516263,1.449261682,0.476619829,-61.02222416,-6.55187297,1071 days,61 days,287,59.93031359,14.50331126,-9.55830551,0.958176056,48 days,9 days,1.591838848,GeneticStrategy,,
,3116 days,74.39478585,57846.2555,57893.1155,478.462555,703.458242,22.86521363,36.30756941,0.629764372,1.173887337,0.410354032,-55.72069936,-7.33633987,783 days,63 days,258,56.97674419,13.31568498,-9.55830551,0.70582969,54 days,9 days,1.421603236,GeneticStrategy,,
,3116 days,67.27188082,97307.9155,97307.9155,873.079155,703.458242,30.59543536,36.32508108,0.842267504,1.719855482,0.782683074,-39.09045228,-5.37310299,577 days,45 days,249,57.42971888,13.31568498,-9.55830551,0.826621044,48 days,9 days,1.507285496,GeneticStrategy,,
,3116 days,99.90689013,184562.7905,184713.2705,1745.627905,703.458242,40.78035333,53.52305282,0.761921288,1.63066412,0.860288409,-47.40311843,-6.161115733,532 days,41 days,599,55.92654424,13.79027612,-20.43429343,0.546696665,58 days,9 days,1.340790049,GeneticStrategy,,
,3116 days,99.90689013,266597.506,280752.728,2565.97506,703.458242,46.98709447,55.91738993,0.840294844,1.908560643,0.943784345,-49.78583794,-5.984633151,560 days,38 days,593,55.98650927,13.79027612,-20.43429343,0.56215218,58 days,9 days,1.348282486,GeneticStrategy,,
,3116 days,99.90689013,103056.399,104295.9575,930.56399,703.458242,31.47778229,50.14346433,0.627754438,1.237368803,0.618253447,-50.91404253,-6.566997609,584 days,50 days,586,54.94880546,13.79027612,-20.43429343,0.45976813,58 days,9 days,1.294087991,GeneticStrategy,,
,3116 days,99.90689013,46869.9795,55869.2095,368.699795,703.458242,19.86939799,46.08466445,0.43114989,0.793586123,0.239967291,-82.80044306,-8.23574293,1942 days,87 days,435,52.4137931,20.43429343,-9.647676336,0.381006109,56 days,8 days,1.253503698,GeneticStrategy,,
,3116 days,99.90689013,49922.323,55744.9865,399.22323,703.458242,20.75992982,45.10279585,0.460280331,0.840341775,0.246129369,-84.34560209,-7.842936332,1942 days,74 days,460,53.04347826,20.43429343,-14.50331126,0.402077478,56 days,8 days,1.272926175,GeneticStrategy,,
,3116 days,99.90689013,37768.3225,44684.911,277.683225,703.458242,16.87125792,44.24239515,0.381336902,0.668728324,0.203729361,-82.81210854,-9.007757335,1942 days,90 days,461,53.36225597,20.43429343,-14.50331126,0.407875587,56 days,8 days,1.276593386,GeneticStrategy,,
,3116 days,99.90689013,274321.4785,274545.8785,2643.214785,703.458242,47.48042873,55.93405902,0.848864351,1.921681337,0.873203576,-54.37498202,-6.152568269,459 days,39 days,603,56.71641791,13.79027612,-20.43429343,0.716705544,58 days,9 days,1.447646651,GeneticStrategy,,
,3116 days,76.72253259,94898.6855,94975.9055,848.986855,703.458242,30.21188849,39.67246943,0.761532844,1.538847998,0.486871701,-62.0530798,-6.247391347,1074 days,55 days,277,58.48375451,13.31568498,-9.55830551,0.781502709,48 days,9 days,1.470264255,GeneticStrategy,,
,3116 days,99.90689013,54160.4375,75414.9255,441.604375,703.458242,21.91985677,45.6948211,0.479701118,0.869192088,0.395477195,-55.42634836,-6.613078878,745 days,56 days,565,54.33628319,13.31568498,-20.43429343,0.302404328,58 days,9 days,1.211641146,GeneticStrategy,,
,3116 days,96.22905028,652.4165,11496.0425,-93.475835,703.458242,-27.40245746,24.07451658,0,0,0,-94.32486006,-24.68757684,3101 days,778 days,463,42.76457883,13.79027612,-20.43429343,-0.701877807,56 days,8 days,0.783510156,GeneticStrategy,,
,3116 days,99.90689013,427930.225,461492.935,4179.30225,703.458242,55.37821361,58.76238484,0.942409226,2.305257789,1.41950264,-39.01240622,-6.458078485,560 days,38 days,628,57.48407643,13.79027612,-20.43429343,0.749835992,58 days,9 days,1.462600977,GeneticStrategy,,
,3116 days,99.90689013,266597.506,280752.728,2565.97506,703.458242,46.98709447,55.91738993,0.840294844,1.908560643,0.943784345,-49.78583794,-5.984633151,560 days,38 days,593,55.98650927,13.79027612,-20.43429343,0.56215218,58 days,9 days,1.348282486,GeneticStrategy,,
,3116 days,99.90689013,266597.506,280752.728,2565.97506,703.458242,46.98709447,55.91738993,0.840294844,1.908560643,0.943784345,-49.78583794,-5.984633151,560 days,38 days,593,55.98650927,13.79027612,-20.43429343,0.56215218,58 days,9 days,1.348282486,GeneticStrategy,,
,3116 days,99.90689013,36374.5255,56236.2725,263.745255,703.458242,16.35682609,45.03156817,0.363230213,0.638364623,0.195261366,-83.76888066,-8.615275852,1942 days,90 days,428,52.57009346,20.43429343,-13.79027612,0.40558597,56 days,8 days,1.262504881,GeneticStrategy,,
,3116 days,99.90689013,266597.506,280752.728,2565.97506,703.458242,46.98709447,55.91738993,0.840294844,1.908560643,0.943784345,-49.78583794,-5.984633151,560 days,38 days,593,55.98650927,13.79027612,-20.43429343,0.56215218,58 days,9 days,1.348282486,GeneticStrategy,,
,3116 days,97.29981378,678.405,12322.617,-93.21595,703.458242,-27.0690078,25.36862038,0,0,0,-94.6894925,-21.76370222,2661 days,345 days,466,44.42060086,20.43429343,-13.79027612,-0.538973484,56 days,8 days,0.831195018,GeneticStrategy,,
,3116 days,99.90689013,34309.455,49476.1925,243.09455,703.458242,15.56169727,43.34805251,0.35899415,0.618226944,0.334515869,-46.52005701,-7.629274888,656 days,66 days,543,56.35359116,16.82491869,-15.3051017,0.467452685,48 days,8 days,1.306571539,GeneticStrategy,,
,3116 days,99.8603352,40647.2045,59486.1685,306.472045,703.458242,17.88282284,45.48853341,0.393128147,0.705199237,0.214011069,-83.56027082,-8.294448493,1942 days,87 days,410,51.46341463,20.43429343,-13.79027612,0.318903689,56 days,8 days,1.216398415,GeneticStrategy,,
,3116 days,99.90689013,27917.784,51408.8005,179.17784,703.458242,12.80024807,43.51704275,0.294143335,0.499956526,0.152956046,-83.68579325,-8.643995947,1942 days,90 days,422,50.9478673,20.43429343,-13.79027612,0.237784064,56 days,8 days,1.173172458,GeneticStrategy,,
,3116 days,99.90689013,36374.5255,56236.2725,263.745255,703.458242,16.35682609,45.03156817,0.363230213,0.638364623,0.195261366,-83.76888066,-8.615275852,1942 days,90 days,428,52.57009346,20.43429343,-13.79027612,0.40558597,56 days,8 days,1.262504881,GeneticStrategy,,
,3116 days,99.90689013,36374.5255,56236.2725,263.745255,703.458242,16.35682609,45.03156817,0.363230213,0.638364623,0.195261366,-83.76888066,-8.615275852,1942 days,90 days,428,52.57009346,20.43429343,-13.79027612,0.40558597,56 days,8 days,1.262504881,GeneticStrategy,,
,3116 days,67.13221601,104577.8655,104577.8655,945.778655,703.458242,31.70403469,36.75877393,0.862488905,1.783130583,0.810544046,-39.11451184,-5.35040577,577 days,45 days,257,59.14396887,13.31568498,-9.55830551,0.980847151,48 days,9 days,1.613894157,GeneticStrategy,,
,3116 days,77.141527,89643.2105,89716.4705,796.432105,703.458242,29.34446584,40.03286453,0.733009396,1.465268911,0.450078758,-65.19851315,-6.435578719,1077 days,53 days,277,58.12274368,13.31568498,-9.55830551,0.698155744,48 days,9 days,1.418739199,GeneticStrategy,,
,3116 days,99.90689013,23988.2165,42197.3205,139.882165,703.458242,10.81046217,42.23826823,0.255939995,0.420867207,0.126898436,-85.18987716,-9.396232771,1942 days,95 days,437,51.02974828,20.43429343,-14.50331126,0.213620327,56 days,8 days,1.163986802,GeneticStrategy,,
,3116 days,75.9310987,94489.752,94566.972,844.89752,703.458242,30.14593515,38.99042852,0.773162448,1.567488154,0.631095739,-47.76761002,-5.332072628,701 days,49 days,266,59.02255639,13.31568498,-13.79027612,0.857711871,48 days,9 days,1.524710234,GeneticStrategy,,
